Unnamed: 0,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,PRICE
17244,Dealer,Completed,Not Approved,2,BHK,890.116636,Ready,Resale,"Kestopur,Kolkata",22.605438,88.422084,29.0
17245,Owner,Completed,Not Approved,2,BHK,581.2545411,Ready,Resale,"Mdda Colony,Dehradun",30.33,78.06,24.0
17246,Dealer,Completed,Not Approved,2,BHK,1273.154187,Ready,Resale,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,48.8
17247,Dealer,Completed,Approved,3,BHK,1511.783015,Ready,Resale,"Sector - 1 Dharuhera,Dharuhera",28.211607,76.787033,34.0
17248,Dealer,Completed,Not Approved,2,BHK,1343.232044,Ready,Resale,"Sector 77 Faridabad,Faridabad",28.368269,77.37273,38.9
17249,Owner,Completed,Not Approved,2,BHK,1100.244499,Ready,Resale,,13.050132,77.568187,45.0
17250,Dealer,Completed,Not Approved,2,BHK,1335.05407,Ready,Resale,"Wadala East,Lalitpur",19.014858,72.8662,300.0
17251,Dealer,Under Construction,Approved,2,BHK,966.8562463,Not Ready,New,"Porur,Chennai",13.03478,80.15586,49.3
17252,Dealer,Completed,Approved,3,BHK,1695.081325,Ready,Resale,"Sector-143 Noida,Noida",28.5035,77.426447,86.5
17253,Dealer,Completed,Not Approved,3,BHK,1725.0530789999998,Ready,Resale,"Kathrikadavu,Kochi",9.930471,76.271273,130.0
17254,Dealer,Completed,Not Approved,2,BHK,1105.583195,Ready,Resale,"Sector 15 Kharghar,Mumbai",19.040416,73.078151,120.0
17255,Owner,Completed,Not Approved,2,BHK,1260.109084,Ready,Resale,"JP Nagar,Bangalore",12.905368,77.580403,67.0
17256,Dealer,Completed,Approved,3,BHK,1575.216592,Ready,Resale,"Gomti Nagar Extension,Lucknow",21.0,77.0,60.0
17257,Dealer,Completed,Not Approved,2,,850.0258704,Ready,Resale,"Deonar,Lalitpur",24.69028,78.41889,230.0
17258,Dealer,Completed,Approved,2,BHK,950.0378501,Ready,Resale,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,25.1
17259,Dealer,Completed,Not Approved,3,BHK,1723.0576440000002,Ready,Resale,"Ramprastha Greens,Ghaziabad",28.651918,77.348794,110.0
17260,Owner,Completed,Not Approved,3,BHK,1540.28436,Ready,Resale,"Palarivattom,Kochi",9.930471,76.271273,78.0
17261,Dealer,Completed,Not Approved,3,BHK,153493.2957,Ready,New,"Sector-90 Gurgaon,Gurgaon",28.406794,76.936447,8700.0
17262,Dealer,Completed,Not Approved,2,BHK,883.0612791000001,Ready,Resale,"Noida Extension,Noida",28.579004,77.431173,33.0
17263,Dealer,Completed,Approved,3,BHK,1168.133323,Ready,Resale,"Balkum,Lalitpur",24.69028,78.41889,150.0
17264,Owner,Completed,Not Approved,1,BHK,400.0,Ready,Resale,"NH-8,Neemrana",12.973237,77.64685899999999,6.0
17265,Owner,Completed,Not Approved,4,BHK,1092.804304,Ready,Resale,"Braham Puri, Opposite GRP Ground,Ajmer",26.27,74.42,65.0
17266,Owner,Completed,Not Approved,3,BHK,800.0,Ready,Resale,"Kalavad Road,Rajkot",22.290385,70.781479,63.0
17267,Dealer,Under Construction,Approved,2,BHK,1138.014528,Not Ready,Resale,"Ghodbunder Road,Maharashtra",18.96,72.82,94.0
17268,Dealer,Completed,Approved,2,BHK,974.0877842,Ready,Resale,"Mira Road,Lalitpur",19.283359,72.864964,92.1
17269,Owner,Completed,Not Approved,3,BHK,1180.040459,Ready,Resale,"Yelahanka,Bangalore",13.11389,77.59833,35.0
17270,Owner,Completed,Not Approved,3,BHK,2257.017915,Ready,Resale,,26.91868,75.750399,160.0
17271,Owner,Under Construction,Not Approved,3,BHK,1536.0,Not Ready,Resale,"Phulnakhara,Bhubaneswar",20.26444,85.82806,57.6
17272,Owner,Completed,Not Approved,2,BHK,876.1682242999999,Ready,Resale,"Sodepur,Kolkata",22.69995,88.390833,30.0
17273,Dealer,Completed,Approved,3,BHK,1429.4466,Ready,Resale,"Manpada,Maharashtra",19.239813,72.962722,140.0
17274,Dealer,Completed,Not Approved,2,BHK,1181.035937,Ready,New,"Sector-84 Gurgaon,Gurgaon",28.408144,76.963756,70.0
17275,Owner,Completed,Not Approved,3,BHK,1593.723183,Ready,Resale,"Sector-61 Noida,Noida",28.5942,77.3675,130.0
17276,Dealer,Under Construction,Not Approved,3,BHK,1050.0,Not Ready,New,"Kolshet Industrial Area,Maharashtra",19.249861,72.96386600000001,210.0
17277,Dealer,Completed,Approved,2,BHK,1000.0,Ready,Resale,"Ghodbunder Road,Mumbai",28.743724,76.81131500000001,97.0
17278,Owner,Completed,Not Approved,3,BHK,1686.340641,Ready,Resale,"RMV Extension,Bangalore",40.99482329999999,-85.7661219,60.0
17279,Dealer,Completed,Not Approved,3,BHK,2040.081603,Ready,Resale,"Hadapsar,Pune",18.49667,73.94167,170.0
17280,Dealer,Completed,Not Approved,3,BHK,1235.177866,Ready,Resale,"Salaiya,Bhopal",23.150756,77.443534,25.0
17281,Owner,Completed,Not Approved,3,BHK,1350.438893,Ready,Resale,,22.593463,72.931875,20.0
17282,Owner,Completed,Approved,2,BHK,1550.034192,Ready,Resale,"Malsi,Dehradun",30.381792,78.07509399999999,68.0
17283,Dealer,Under Construction,Not Approved,2,BHK,800.0,Not Ready,Resale,"Sonarpur,Kolkata",22.4426,88.4304,20.0
17284,Dealer,Completed,Not Approved,2,BHK,1240.0,Ready,Resale,"Saibaba Colony,Coimbatore",19.46304,76.434955,62.0
17285,Dealer,Completed,Not Approved,1,,719.2088702000001,Ready,Resale,"Irumpanam,Ernakulam",9.97833,76.28361,24.0
17286,Builder,Under Construction,Approved,3,BHK,743.2818754,Not Ready,New,"Akashwani Chowk,Aurangabad",19.88879,75.34344,65.0
17287,Dealer,Completed,Approved,2,BHK,1050.044683,Ready,Resale,"Wagholi,Pune",18.5823,73.983,47.0
17288,Owner,Under Construction,Approved,2,BHK,1358.042156,Not Ready,Resale,"Harlur,Bangalore",12.928575,77.58572099999999,96.0
17289,Dealer,Completed,Not Approved,3,BHK,1350.016464,Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,41.0
17290,Dealer,Under Construction,Approved,3,BHK,1383.84755,Not Ready,Resale,"Tumkur Road,Bangalore",13.34222,77.10167,61.0
17291,Dealer,Completed,Not Approved,3,BHK,781.2057741,Ready,Resale,"Kotwal Nagar,Nagpur",21.113125,79.060322,55.2
17292,Owner,Completed,Not Approved,2,BHK,745.0771687000001,Ready,Resale,"Nesapakkam,Chennai",13.030347,80.193134,42.0
17293,Owner,Completed,Not Approved,2,BHK,1200.20429,Ready,Resale,"New Patliputra Colony,Patna",25.627682,85.108264,47.0
17294,Owner,Completed,Not Approved,1,BHK,308.6070215,Ready,Resale,"Ajmer Road,Jaipur",26.928785,75.828002,10.9
17295,Dealer,Completed,Not Approved,3,BHK,1377.245509,Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,36.8
17296,Dealer,Completed,Not Approved,3,BHK,3369.5652170000003,Ready,Resale,"Sector-65 Gurgaon,Gurgaon",28.403138,77.070052,310.0
17297,Dealer,Completed,Approved,3,BHK,1720.183486,Ready,Resale,"Belathur,Bangalore",13.012767,77.756579,75.0
17298,Owner,Completed,Not Approved,3,BHK,1000.0,Ready,Resale,"Nayabad,Kolkata",22.483471,88.417711,35.0
17299,Dealer,Completed,Not Approved,3,BHK,1396.1922029999998,Ready,Resale,"OMBR Layout,Bangalore",12.96991,77.59796,77.0
17300,Owner,Completed,Not Approved,2,BHK,850.0303582,Ready,Resale,"Navlakha,Indore",22.701796,75.87726500000001,28.0
17301,Builder,Completed,Approved,4,BHK,2453.125,Ready,New,"Naya Raipur,Raipur",29.9055,75.2547,78.5
17302,Dealer,Under Construction,Approved,2,BHK,489.8904427,Not Ready,New,"Ghodbunder Road,Mumbai",28.743724,76.81131500000001,110.0
17303,Dealer,Completed,Not Approved,2,BHK,1114.206128,Ready,Resale,,13.0318,77.6583,40.0
17304,Dealer,Completed,Approved,2,BHK,1156.1928,Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,37.9
17305,Dealer,Completed,Not Approved,2,BHK,1075.032909,Ready,Resale,"Sector-35G Kharghar,Mumbai",19.038205,73.06612,98.0
17306,Dealer,Completed,Not Approved,2,BHK,865.0519031,Ready,Resale,"Sector 21 Kharghar,Lalitpur",19.049822,73.067595,80.0
17307,Dealer,Completed,Not Approved,2,BHK,742.4775302999999,Ready,Resale,"Chembur,Maharashtra",19.05871,72.89969,190.0
17308,Dealer,Completed,Approved,2,BHK,1207.632236,Ready,Resale,"Koperkhairane,Lalitpur",24.69028,78.41889,150.0
17309,Dealer,Completed,Not Approved,1,BHK,569.3069307,Ready,Resale,"Talawali Chanda,Indore",22.66667,75.75,11.5
17310,Owner,Completed,Not Approved,3,BHK,1200.068575,Ready,Resale,"Morabadi,Ranchi",23.398893,85.335374,70.0
17311,Owner,Completed,Not Approved,5,BHK,3000.750188,Ready,Resale,"Tithal,Valsad",20.5967,72.8987,80.0
17312,Dealer,Completed,Not Approved,3,BHK,1600.0,Ready,Resale,"Peddar Road,Lalitpur",18.976037,72.80898,1050.0
17313,Owner,Completed,Not Approved,3,BHK,1660.280971,Ready,Resale,"Sector-137 Noida,Noida",28.506454,77.40956800000001,65.0
17314,Owner,Completed,Not Approved,2,BHK,946.8114731,Ready,Resale,"Mango,Jamshedpur",22.835481,86.221099,34.0
17315,Owner,Completed,Not Approved,1,BHK,502.0673361,Ready,Resale,"Sunkalpalya,Bangalore",12.96991,77.59796,25.5
17316,Owner,Completed,Not Approved,2,BHK,650.0171057,Ready,Resale,"Pratap Nagar,Vadodara",26.807408,75.83865899999999,19.0
17317,Owner,Completed,Not Approved,2,BHK,1149.73994,Ready,Resale,"K Channasandra,Bangalore",13.04278,77.679824,42.0
17318,Dealer,Completed,Approved,5,BHK,6005.605232,Ready,Resale,"Pimple Nilakh,Pune",18.576018,73.793901,450.0
17319,Owner,Completed,Not Approved,2,BHK,860.0727754000001,Ready,Resale,"Old Palasia,Indore",22.725756,75.890987,26.0
17320,Dealer,Completed,Not Approved,2,BHK,1090.08327,Ready,Resale,"Sector-20 Roadpali,Mumbai",28.5822,77.3293,72.0
17321,Dealer,Under Construction,Approved,1,BHK,675.024108,Not Ready,Resale,"Taloja,Mumbai",19.076057,73.097319,42.0
17322,Dealer,Completed,Not Approved,3,BHK,1498.067743,Ready,Resale,"Gubbalala,Bangalore",12.96991,77.59796,65.9
17323,Dealer,Completed,Approved,3,BHK,1880.288311,Ready,Resale,"Pholriwal,Jalandhar",31.261414,75.589997,60.0
17324,Owner,Completed,Not Approved,2,BHK,1350.135014,Ready,Resale,"N2 Cidco,Aurangabad",19.886242000000003,75.359748,45.0
17325,Dealer,Completed,Approved,2,BHK,1050.0,Ready,Resale,"Nagarbhavi,Bangalore",12.957468,77.516563,46.2
17326,Dealer,Completed,Not Approved,4,BHK,3809.52381,Ready,Resale,"Vesu,Surat",21.143354,72.770931,240.0
17327,Owner,Completed,Not Approved,1,BHK,724.0323030000001,Ready,Resale,"Garia,Kolkata",22.403867,88.47000600000001,26.0
17328,Dealer,Under Construction,Approved,2,BHK,996.0820772,Not Ready,Resale,"Kanjur Marg (East),Maharashtra",18.96,72.82,150.0
17329,Dealer,Under Construction,Not Approved,3,BHK,1733.102253,Not Ready,Resale,"Nirman Nagar,Jaipur",19.980678,79.297436,60.0
17330,Dealer,Completed,Not Approved,3,BHK,1493.333333,Ready,Resale,"Jagatpura,Jaipur",26.832353,75.841749,44.8
17331,Dealer,Completed,Approved,2,,1362.15576,Ready,Resale,"Nipania,Indore",22.760061,75.928572,46.0
17332,Owner,Under Construction,Not Approved,2,BHK,1088.0,Not Ready,Resale,"Phulnakhara,Bhubaneswar",20.26444,85.82806,40.8
17333,Owner,Completed,Not Approved,1,BHK,580.0158186000001,Ready,Resale,"Ganga Nagar,Pune",13.022485,77.588538,22.0
17334,Dealer,Completed,Not Approved,4,BHK,4099.888185,Ready,Resale,"Cooke Town,Bangalore",13.001,77.6209,550.0
17335,Dealer,Completed,Not Approved,3,BHK,1364.02387,Ready,Resale,"E M Bypass,Kolkata",22.54111,88.33778000000001,96.0
17336,Dealer,Completed,Approved,3,BHK,1731.078905,Ready,Resale,"Margondanahalli,Bangalore",13.201247,77.580146,86.0
17337,Owner,Completed,Not Approved,1,BHK,538.2131324,Ready,Resale,"Siddhartha Vihar,Ghaziabad",28.66667,77.41667,20.0
17338,Owner,Completed,Approved,3,BHK,1390.076989,Ready,Resale,"Sector-78 Noida,Noida",28.560719,77.386208,65.0
17339,Owner,Completed,Not Approved,1,BHK,602.8732683,Ready,Resale,"Vandalur Kelambakkam Road,Chennai",12.78627,80.22041999999999,23.5
17340,Owner,Completed,Not Approved,3,BHK,1124.96943,Ready,Resale,"Potheri,Chennai",13.09,80.27,46.0
17341,Dealer,Completed,Approved,2,BHK,1093.141659,Ready,Resale,"NH-24 Highway,Ghaziabad",28.66667,77.41667,36.5
17342,Owner,Completed,Not Approved,2,BHK,1114.827202,Ready,Resale,"Yelahanka,Bangalore",13.11389,77.59833,60.0
17343,Owner,Completed,Not Approved,3,BHK,1285.046729,Ready,Resale,"Akshaya Vana,Bangalore",12.96991,77.59796,55.0
17344,Dealer,Completed,Not Approved,4,,2565.833896,Ready,Resale,"Chak Garia,Kolkata",22.54111,88.33778000000001,190.0
17345,Dealer,Completed,Not Approved,1,BHK,650.1950585,Ready,Resale,"Parley Point,Surat",21.0,77.0,20.0
17346,Dealer,Completed,Not Approved,3,,2300.613497,Ready,Resale,"Peer Muchalla,Panchkula",30.660437,76.861517,60.0
17347,Dealer,Under Construction,Approved,3,BHK,952.0182787999998,Not Ready,Resale,"Pokhran-2,Lalitpur",24.69028,78.41889,200.0
17348,Dealer,Completed,Not Approved,3,BHK,1500.053573,Ready,Resale,"Kharghar,Lalitpur",24.69028,78.41889,140.0
17349,Dealer,Completed,Not Approved,3,BHK,1739.1304350000005,Ready,Resale,"Bharathi Nagar,Bangalore",11.954995,79.83024300000001,88.0
17350,Dealer,Completed,Not Approved,2,BHK,610.2564103,Ready,Resale,"Pozhichallur,Chennai",12.988651,80.144044,23.8
17351,Dealer,Under Construction,Approved,3,BHK,1250.0,Not Ready,Resale,"Malad (East),Lalitpur",19.1758,72.8643,140.0
17352,Dealer,Completed,Approved,2,BHK,1158.301158,Ready,Resale,"Manpada,Lalitpur",24.69028,78.41889,150.0
17353,Owner,Completed,Not Approved,2,BHK,900.2520706,Ready,Resale,"Garia,Kolkata",22.403867,88.47000600000001,25.0
17354,Dealer,Completed,Not Approved,3,BHK,1646.22337,Ready,Resale,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,51.0
17355,Dealer,Completed,Approved,3,BHK,1690.617075,Ready,Resale,"Sector-109 Gurgaon,Gurgaon",28.510825,77.006087,120.0
17356,Dealer,Under Construction,Not Approved,2,BHK,711.0352673,Not Ready,Resale,"Mulund (West),Mumbai",19.1759,72.9522,100.0
17357,Owner,Under Construction,Not Approved,2,BHK,750.0506791,Not Ready,Resale,"Hastinapuram,Chennai",12.939086,80.148454,37.0
17358,Dealer,Completed,Not Approved,2,BHK,969.0816797,Ready,Resale,"Sector V - Salt Lake,Kolkata",22.54111,88.33778000000001,42.0
17359,Owner,Completed,Not Approved,1,BHK,635.2087114,Ready,Resale,"Boisar,Palghar",19.811319,72.76894,14.0
17360,Dealer,Under Construction,Approved,1,BHK,471.6517034,Not Ready,New,"Kolshet Road,Mumbai",19.249861,72.96386600000001,76.7
17361,Dealer,Completed,Not Approved,2,BHK,472.0207963,Ready,Resale,"Kolshet Road,Lalitpur",24.69028,78.41889,69.0
17362,Dealer,Under Construction,Approved,1,BHK,613.3333332999999,Not Ready,New,"Jankipuram Extension,Lucknow",26.936933000000003,80.941263,18.4
17363,Dealer,Completed,Not Approved,2,BHK,1110.03861,Ready,Resale,"Sector 17 Ulwe,Mumbai",18.964489,73.019574,92.0
17364,Dealer,Under Construction,Not Approved,2,BHK,1286.967826,Not Ready,Resale,"Mahalunge,Pune",18.573994,73.753171,79.2
17365,Owner,Completed,Approved,3,BHK,1587.301587,Ready,Resale,"Pumpwell,Mangalore",12.863386,74.86977900000001,72.0
17366,Dealer,Completed,Not Approved,2,BHK,1200.141193,Ready,Resale,"Sector-44 Noida,Noida",28.552626,77.33394799999999,68.0
17367,Owner,Completed,Not Approved,2,BHK,750.0669703,Ready,Resale,"Mayiladuthurai,Nagapattinam",11.1,79.65,28.0
17368,Dealer,Completed,Approved,3,BHK,1300.0,Ready,Resale,"Tathawade,Pune",18.6182,73.7447,78.0
17369,Dealer,Completed,Not Approved,2,BHK,868.0555555999999,Ready,Resale,"Punawale,Pune",18.637802,73.745912,40.0
17370,Dealer,Completed,Approved,1,BHK,596.8992248,Ready,New,"Mambakkam,Chennai",12.8356,80.1682,23.1
17371,Dealer,Under Construction,Not Approved,3,BHK,1815.076292,Not Ready,Resale,"PAL,Surat",21.17,72.83,79.7
17372,Dealer,Completed,Not Approved,2,BHK,1445.0867050000002,Ready,Resale,"Kalena Agrahara,Bangalore",12.865219,77.59036,130.0
17373,Dealer,Completed,Not Approved,3,BHK,1450.163399,Ready,Resale,"Mdc Secto-5,Panchkula",30.6963,76.851,71.0
17374,Dealer,Under Construction,Approved,3,BHK,1476.31983,Not Ready,Resale,"Kapurbawadi,Lalitpur",24.69028,78.41889,250.0
17375,Dealer,Completed,Approved,2,BHK,1348.558999,Ready,Resale,"Sector-107 Noida,Noida",28.546788,77.37849399999999,74.4
17376,Dealer,Completed,Not Approved,2,BHK,1231.313517,Ready,Resale,"Chamundeshwari Nagar,Mumbai",16.700359,76.83521,710.0
17377,Dealer,Under Construction,Not Approved,3,BHK,833.0177963,Not Ready,Resale,"Makardaha,Kolkata",22.62,88.24,22.0
17378,Dealer,Completed,Not Approved,2,BHK,1115.03438,Ready,Resale,"Sector-11 Ghansoli,Mumbai",19.126499,72.99956,120.0
17379,Dealer,Completed,Not Approved,1,BHK,549.9699235,Ready,Resale,"Dhokali,Maharashtra",18.142544,75.10616999999999,64.0
17380,Dealer,Completed,Not Approved,3,BHK,1860.307796,Ready,Resale,"Banashankari,Bangalore",12.96991,77.59796,110.0
17381,Owner,Completed,Not Approved,2,BHK,1170.212766,Ready,Resale,"Ichhapore,Surat",20.871212,72.992092,22.0
17382,Dealer,Under Construction,Approved,3,BHK,1662.561576,Not Ready,Resale,"Jhotwara,Jaipur",26.955346,75.73479300000001,54.0
17383,Dealer,Under Construction,Approved,3,BHK,1610.0,Not Ready,Resale,"Gomti Nagar Extension,Lucknow",21.0,77.0,64.4
17384,Dealer,Completed,Not Approved,2,BHK,1152.073733,Ready,Resale,"Adarsh Nagar,Pune",18.552878,73.85136,120.0
17385,Dealer,Completed,Not Approved,3,BHK,2000.0,Ready,Resale,"Sector-20 Panchkula,Panchkula",30.6665,76.8625,59.9
17386,Dealer,Under Construction,Approved,2,BHK,890.0649507000002,Not Ready,Resale,"Chikhali,Pune",19.085225,73.661835,37.0
17387,Owner,Completed,Not Approved,3,BHK,1200.120012,Ready,Resale,"Frazer Town,Bangalore",12.997946,77.612863,80.0
17388,Owner,Completed,Not Approved,2,BHK,1115.1379980000002,Ready,Resale,"Yarandahalli,Bangalore",12.805096,77.67743,40.0
17389,Dealer,Completed,Approved,3,BHK,1908.093497,Ready,Resale,"SV Patel Nagar,Mumbai",18.96667,72.83333,360.0
17390,Dealer,Completed,Not Approved,3,BHK,2800.016593,Ready,Resale,"Cadel Road,Lalitpur",24.69028,78.41889,1350.0
17391,Owner,Completed,Approved,2,BHK,1194.947081,Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,35.0
17392,Dealer,Under Construction,Not Approved,1,BHK,620.0770907000001,Not Ready,Resale,"Sector 17 Ulwe,Mumbai",18.964489,73.019574,37.0
17393,Dealer,Completed,Not Approved,5,BHK,5600.244374,Ready,Resale,"Baner,Pune",18.558319,73.77588,550.0
17394,Owner,Completed,Not Approved,3,BHK,1350.256549,Ready,Resale,"Anjanapura,Bangalore",12.96991,77.59796,50.0
17395,Dealer,Completed,Approved,3,BHK,1938.817693,Ready,Resale,"Sector 81 Faridabad,Faridabad",28.392679,77.344375,93.8
17396,Dealer,Completed,Not Approved,2,BHK,1304.8016699999998,Ready,Resale,"Whitefield,Bangalore",12.9958935,77.761394,100.0
17397,Dealer,Completed,Not Approved,5,BHK,5555.555556,Ready,New,"Sector-65 Gurgaon,Gurgaon",28.403138,77.070052,550.0
17398,Dealer,Completed,Not Approved,3,BHK,1453.8461539999998,Ready,Resale,"Ring Road,Indore",20.448627,85.897743,37.8
17399,Dealer,Completed,Approved,3,BHK,1722.222222,Ready,Resale,"Marol,Lalitpur",24.69028,78.41889,310.0
17400,Owner,Completed,Not Approved,1,BHK,484.8936964,Ready,Resale,"Tapukara,Bhiwadi",28.2102,76.8606,13.0
17401,Dealer,Under Construction,Approved,1,BHK,315.0,Not Ready,New,"Sector-70 Gurgaon,Gurgaon",28.391441,77.022829,12.6
17402,Dealer,Completed,Approved,1,BHK,690.0025182999999,Ready,Resale,"Mira Road East,Lalitpur",19.2836,72.8675,54.8
17403,Owner,Completed,Not Approved,2,BHK,800.0,Ready,Resale,"Attibele,Bangalore",12.7768,77.76886999999999,28.0
17404,Owner,Completed,Not Approved,2,BHK,1167.7814939999998,Ready,Resale,"Immadihalli,Bangalore",12.96573,77.76356700000001,41.9
17405,Dealer,Completed,Approved,3,BHK,1600.0,Ready,Resale,"Mulund (West),Maharashtra",19.1759,72.9522,280.0
17406,Dealer,Completed,Approved,2,BHK,1150.121065,Ready,Resale,"Wakad,Pune",18.5993,73.7625,76.0
17407,Dealer,Under Construction,Not Approved,2,BHK,910.5263158,Not Ready,New,"Mappedu,Chennai",13.09,80.27,34.6
17408,Dealer,Completed,Approved,2,BHK,963.5316699,Ready,Resale,"Bhopura,Ghaziabad",28.698133,77.335746,25.1
17409,Dealer,Completed,Not Approved,2,BHK,850.2673797,Ready,Resale,"Guru Teg Bahadur Nagar,Mohali",30.75501,76.64051500000001,15.9
17410,Owner,Completed,Approved,3,BHK,2960.0,Ready,Resale,"Anupperpalayam,Coimbatore",11.004998,76.9643,370.0
17411,Dealer,Completed,Not Approved,4,BHK,2285.714286,Ready,Resale,"Sector-48 Chandigarh,Chandigarh",30.690115,76.759652,100.0
17412,Owner,Completed,Not Approved,2,BHK,750.0750075,Ready,Resale,"Varachha,Surat",21.218626,72.862113,25.0
17413,Dealer,Completed,Approved,3,BHK,2118.644068,Ready,Resale,"Kondhwa,Pune",18.52361,73.84778,130.0
17414,Owner,Completed,Not Approved,3,BHK,1250.0,Ready,Resale,"Saubhagya Nagar,Latur",18.4,76.58333,31.0
17415,Dealer,Under Construction,Not Approved,3,BHK,1378.755365,Not Ready,Resale,"Kharadi,Pune",18.5438,73.9438,77.1
17416,Owner,Completed,Not Approved,2,BHK,803.1301482999999,Ready,Resale,"ICF Colony Extn, Ambattur,Chennai",13.101439,80.218644,39.0
17417,Dealer,Under Construction,Approved,3,BHK,1293.81322,Not Ready,Resale,"Mira Road East,Maharashtra",19.2836,72.8675,110.0
17418,Dealer,Completed,Not Approved,1,BHK,580.0704371,Ready,Resale,"Sholinganallur,Chennai",12.90015,80.22791,28.0
17419,Owner,Completed,Not Approved,3,BHK,1524.489134,Ready,Resale,"Maheshtala,Kolkata",22.486821,88.233267,47.0
17420,Dealer,Completed,Not Approved,3,BHK,1519.949335,Ready,Resale,"Suraksha Nagar,Bangalore",20.098413,79.10786,96.0
17421,Dealer,Completed,Not Approved,2,BHK,1205.061257,Ready,Resale,"Sector-100 Noida,Noida",28.542768,77.365736,60.0
17422,Owner,Completed,Not Approved,3,BHK,1520.064856,Ready,Resale,"Vyalikaval HBCS Layout,Bangalore",12.96991,77.59796,75.0
17423,Dealer,Completed,Not Approved,3,BHK,1659.344373,Ready,Resale,"Bablatala,Kolkata",22.54111,88.33778000000001,98.2
17424,Owner,Completed,Not Approved,3,BHK,1434.907383,Ready,Resale,"Kovilambakkam,Chennai",12.942217,80.19109399999999,110.0
17425,Owner,Completed,Not Approved,3,BHK,1500.0,Ready,Resale,"Vennala,Kochi",9.930471,76.271273,45.0
17426,Dealer,Completed,Not Approved,2,BHK,1169.977925,Ready,Resale,"Podanur,Coimbatore",10.948224,77.00978,53.0
