Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250,4,Male,3,4,Research Director,4.0,Married,23474.0,3,Y,No,14,3,1.0,80,0,36,3.0,10,0
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,Male,3,2,Healthcare Representative,1.0,Married,17089.0,1,Y,Yes,12,3,4.0,80,0,6,2.0,6,0
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3,Female,2,2,Healthcare Representative,1.0,Single,17198.0,1,Y,No,19,3,2.0,80,0,10,3.0,10,1
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,2,2,Sales Executive,,Single,16490.0,5,Y,No,17,3,,80,0,13,3.0,6,0
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,Male,1,5,Research Director,4.0,Married,18625.0,3,Y,No,14,3,2.0,80,1,25,3.0,8,0
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,1,Male,2,5,Manager,3.0,Married,12124.0,2,Y,No,13,3,3.0,80,1,23,4.0,1,0
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,3,1,Research Scientist,2.0,Married,9256.0,1,Y,No,12,3,3.0,80,0,12,,11,0
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,4,1,Laboratory Technician,,Single,16620.0,5,Y,No,11,3,3.0,80,0,7,2.0,1,0
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,3,1,Research Scientist,3.0,Divorced,3208.0,1,Y,No,11,3,2.0,80,3,5,3.0,5,0
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,3,2,Healthcare Representative,,Divorced,4204.0,1,Y,Yes,11,3,2.0,80,2,6,,6,1
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,4,Male,2,5,Research Director,4.0,Single,8733.0,6,Y,No,12,3,3.0,80,0,25,4.0,1,0
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,2,4,Research Director,4.0,Divorced,3423.0,3,Y,No,14,3,2.0,80,2,9,2.0,7,1
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,Female,4,1,Research Scientist,3.0,Married,21643.0,0,Y,No,17,3,4.0,80,0,2,2.0,1,0
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,3,5,Manager,2.0,Married,,7,Y,No,11,3,,80,1,26,3.0,22,3
33,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,4,3,Sales Executive,3.0,Divorced,,0,Y,Yes,14,3,4.0,80,2,10,3.0,9,0
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,4,1,Research Scientist,,Single,21221.0,1,Y,Yes,12,3,4.0,80,0,1,3.0,1,0
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,Male,3,1,Research Scientist,3.0,Married,16901.0,1,Y,No,22,4,4.0,80,1,1,3.0,1,0
25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,3,Male,1,1,Sales Representative,4.0,Single,8040.0,1,Y,Yes,14,3,4.0,80,0,1,3.0,1,1
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,Male,3,1,Research Scientist,4.0,Single,9973.0,1,Y,Yes,20,4,2.0,80,0,8,2.0,8,2
45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,1,5,Manager,2.0,Single,2493.0,2,Y,Yes,16,3,1.0,80,0,26,3.0,24,1
55,No,Non-Travel,177,Research & Development,8,1,Medical,1,1278,4,Male,2,4,Healthcare Representative,2.0,Divorced,25592.0,1,Y,Yes,15,3,4.0,80,1,34,3.0,33,15
21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,1,Female,2,1,Laboratory Technician,3.0,Single,25308.0,1,Y,No,20,4,3.0,80,0,2,1.0,2,2
46,No,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,2,5,Manager,2.0,Married,9946.0,2,Y,No,14,3,3.0,80,1,26,3.0,11,0
34,No,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,3,Female,3,2,Sales Executive,1.0,Single,6039.0,0,Y,Yes,12,3,4.0,80,0,4,3.0,3,0
51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,1,1282,4,Male,3,5,Manager,2.0,Divorced,19196.0,4,Y,Yes,24,4,1.0,80,1,31,2.0,29,11
59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,4,Male,3,3,Manufacturing Director,,Single,20002.0,6,Y,No,12,3,4.0,80,0,25,2.0,9,5
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,3,Female,3,2,Laboratory Technician,2.0,Divorced,22534.0,4,Y,No,13,3,3.0,80,2,15,4.0,11,5
28,No,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,4,Male,3,1,Laboratory Technician,,Single,6842.0,0,Y,Yes,11,3,3.0,80,0,5,,4,0
44,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288,3,Male,4,5,Manager,1.0,Divorced,17477.0,1,Y,No,14,3,4.0,80,2,26,2.0,25,14
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3,Male,2,2,Human Resources,2.0,Married,21833.0,4,Y,No,11,3,4.0,80,2,14,4.0,10,1
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,Male,3,1,Research Scientist,3.0,Married,6020.0,0,Y,Yes,14,3,4.0,80,0,4,3.0,3,2
42,No,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,2,Female,4,2,Research Scientist,2.0,Married,5628.0,6,Y,Yes,16,3,4.0,80,0,18,3.0,1,0
43,No,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,4,Female,2,3,Sales Executive,4.0,Single,20364.0,3,Y,No,14,3,4.0,80,0,23,4.0,21,15
36,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3,Female,3,2,Manufacturing Director,2.0,Single,2323.0,9,Y,Yes,11,3,4.0,80,0,18,3.0,16,5
44,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,1,Female,3,3,Healthcare Representative,,Married,14075.0,1,Y,No,11,3,4.0,80,1,10,3.0,10,0
28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,4,Male,2,1,Laboratory Technician,,Married,,1,Y,Yes,12,3,2.0,80,1,2,3.0,2,2
51,No,Travel_Frequently,968,Research & Development,6,2,Medical,1,1297,2,Female,2,1,Laboratory Technician,3.0,Single,4257.0,0,Y,No,14,3,2.0,80,0,8,2.0,7,7
30,No,Non-Travel,879,Research & Development,9,2,Medical,1,1298,3,Female,3,2,Manufacturing Director,3.0,Single,12858.0,7,Y,Yes,18,3,3.0,80,0,10,3.0,8,1
29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,2,Female,3,1,Laboratory Technician,3.0,Divorced,17285.0,3,Y,Yes,13,3,1.0,80,2,10,3.0,7,7
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,4,Male,3,1,Research Scientist,1.0,Single,4732.0,2,Y,No,11,3,2.0,80,0,5,2.0,3,1
25,No,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,4,Female,3,1,Research Scientist,2.0,Single,18830.0,1,Y,No,18,3,4.0,80,0,2,2.0,2,2
32,No,Travel_Rarely,604,Sales,8,3,Medical,1,1304,3,Male,4,2,Sales Executive,4.0,Married,11693.0,1,Y,No,15,3,3.0,80,2,10,4.0,10,0
45,No,Travel_Frequently,364,Research & Development,25,3,Medical,1,1306,2,Female,3,5,Manager,,Single,13035.0,3,Y,No,22,4,3.0,80,0,22,,0,0
39,No,Travel_Rarely,412,Research & Development,13,4,Medical,1,1307,3,Female,2,4,Manager,2.0,Divorced,17334.0,6,Y,Yes,13,3,4.0,80,2,21,3.0,19,15
58,No,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,1308,1,Male,3,1,Research Scientist,,Divorced,26076.0,1,Y,No,12,3,4.0,80,2,2,,2,2
32,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,1309,4,Male,3,2,Laboratory Technician,3.0,Married,22845.0,1,Y,No,18,3,1.0,80,1,10,3.0,10,1
39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,1,1310,3,Male,3,1,Research Scientist,,Single,22154.0,0,Y,No,13,3,1.0,80,0,6,3.0,5,0
30,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,1,Female,2,2,Laboratory Technician,4.0,Married,23631.0,0,Y,No,12,3,1.0,80,1,10,3.0,9,6
36,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,4,Female,3,3,Healthcare Representative,3.0,Married,5747.0,3,Y,No,12,3,1.0,80,0,10,3.0,7,1
46,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,4,Female,3,1,Human Resources,1.0,Single,22957.0,6,Y,No,12,3,3.0,80,0,10,4.0,7,5
28,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,1315,3,Female,1,2,Laboratory Technician,4.0,Married,16392.0,0,Y,No,11,3,1.0,80,3,10,3.0,9,7
50,No,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,1317,4,Female,3,4,Research Director,,Married,22422.0,4,Y,Yes,11,3,2.0,80,0,25,3.0,3,1
40,Yes,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,4,Male,2,3,Sales Executive,2.0,Single,,2,Y,Yes,12,3,3.0,80,0,9,3.0,5,1
52,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,1319,2,Male,3,3,Sales Executive,2.0,Single,21534.0,9,Y,Yes,19,3,3.0,80,0,10,2.0,8,7
30,No,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321,2,Female,3,3,Manager,1.0,Married,,1,Y,Yes,23,4,4.0,80,2,9,3.0,9,0
39,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322,1,Male,3,2,Manufacturing Director,,Single,13352.0,0,Y,No,11,3,1.0,80,0,9,3.0,8,1
31,No,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,4,Female,3,3,Sales Executive,,Divorced,8935.0,1,Y,Yes,19,3,1.0,80,1,10,2.0,10,9
41,No,Non-Travel,256,Sales,10,2,Medical,1,1329,3,Male,1,2,Sales Executive,2.0,Single,22074.0,1,Y,No,13,3,1.0,80,0,19,3.0,19,11
31,Yes,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,4,Female,3,1,Sales Representative,2.0,Single,8319.0,1,Y,Yes,11,3,1.0,80,0,3,4.0,3,2
44,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,1,Male,3,1,Laboratory Technician,,Married,14669.0,4,Y,No,12,3,3.0,80,0,10,4.0,3,1
42,No,Non-Travel,495,Research & Development,2,1,Life Sciences,1,1334,3,Male,3,4,Manager,3.0,Married,26582.0,0,Y,Yes,13,3,4.0,80,0,21,2.0,20,2
55,No,Travel_Rarely,282,Research & Development,2,2,Medical,1,1336,4,Female,1,5,Manager,3.0,Married,6992.0,4,Y,No,14,3,4.0,80,1,23,3.0,19,9
56,No,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1,1338,4,Male,3,5,Manager,2.0,Single,4022.0,6,Y,No,14,3,1.0,80,0,36,3.0,7,7
40,No,Non-Travel,458,Research & Development,16,2,Life Sciences,1,1340,3,Male,3,1,Research Scientist,,Divorced,8532.0,9,Y,No,16,3,2.0,80,1,6,3.0,4,0
34,No,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,1344,4,Male,3,3,Healthcare Representative,,Divorced,5494.0,0,Y,No,11,3,4.0,80,1,10,2.0,9,1
40,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,1346,3,Male,3,2,Research Scientist,4.0,Single,22455.0,1,Y,No,13,3,3.0,80,0,9,3.0,9,8
41,No,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,3,Female,3,2,Sales Executive,1.0,Divorced,4297.0,0,Y,No,17,3,4.0,80,1,10,3.0,9,1
35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,1350,3,Male,3,2,Research Scientist,3.0,Single,2690.0,1,Y,Yes,11,3,2.0,80,0,9,3.0,9,1
51,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,1352,3,Male,3,4,Manager,,Divorced,17588.0,1,Y,Yes,11,3,2.0,80,1,33,3.0,33,0
38,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,1355,2,Female,3,2,Sales Executive,1.0,Divorced,19461.0,3,Y,No,15,3,,80,1,11,3.0,7,1
34,No,Travel_Rarely,507,Sales,15,2,Medical,1,1356,3,Female,3,2,Sales Executive,1.0,Single,,1,Y,No,12,3,4.0,80,0,10,4.0,10,9
25,No,Travel_Rarely,882,Research & Development,19,1,Medical,1,1358,4,Male,3,1,Laboratory Technician,4.0,Married,9075.0,3,Y,No,11,3,3.0,80,3,7,2.0,3,1
58,Yes,Travel_Rarely,601,Research & Development,7,4,Medical,1,1360,3,Female,2,3,Manufacturing Director,1.0,Married,12023.0,7,Y,Yes,14,3,4.0,80,0,31,,10,5
40,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,1361,2,Male,3,1,Laboratory Technician,2.0,Married,,3,Y,No,22,4,3.0,80,1,7,,4,0
36,No,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,1,Female,4,2,Sales Executive,1.0,Married,2261.0,2,Y,No,16,3,4.0,80,1,17,2.0,15,6
48,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,1363,4,Male,3,3,Manufacturing Director,4.0,Single,18706.0,1,Y,No,11,3,3.0,80,0,11,3.0,10,0
27,No,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,3,Female,4,1,Sales Representative,4.0,Married,6527.0,8,Y,No,14,3,2.0,80,1,5,3.0,1,0
51,No,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,1367,4,Female,2,4,Manufacturing Director,2.0,Single,24439.0,3,Y,No,16,3,2.0,80,0,29,2.0,5,0
18,No,Non-Travel,1124,Research & Development,1,3,Life Sciences,1,1368,4,Female,3,1,Laboratory Technician,4.0,Single,19305.0,1,Y,No,15,3,3.0,80,0,0,4.0,0,0
35,No,Travel_Rarely,817,Research & Development,1,3,Medical,1,1369,4,Female,2,2,Laboratory Technician,4.0,Married,10846.0,0,Y,No,12,3,2.0,80,1,10,3.0,9,0
27,No,Travel_Frequently,793,Sales,2,1,Life Sciences,1,1371,4,Male,1,2,Sales Executive,4.0,Single,20392.0,3,Y,No,20,4,2.0,80,0,8,3.0,6,0
55,Yes,Travel_Rarely,267,Sales,13,4,Marketing,1,1372,1,Male,4,4,Sales Executive,3.0,Single,9277.0,6,Y,Yes,17,3,3.0,80,0,24,2.0,19,3
56,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,1373,4,Male,3,4,Manufacturing Director,2.0,Married,18235.0,4,Y,Yes,12,3,1.0,80,1,33,3.0,19,15
34,No,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1374,1,Female,2,1,Research Scientist,3.0,Divorced,15891.0,1,Y,No,20,4,3.0,80,3,5,3.0,5,0
40,No,Travel_Rarely,1202,Research & Development,2,1,Medical,1,1375,2,Female,4,2,Healthcare Representative,,Divorced,13888.0,5,Y,No,20,4,2.0,80,3,15,,12,11
34,No,Travel_Rarely,285,Research & Development,29,3,Medical,1,1377,2,Male,3,2,Laboratory Technician,3.0,Married,17491.0,4,Y,No,13,3,1.0,80,2,10,3.0,8,7
31,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,1,1379,3,Female,2,1,Sales Representative,4.0,Single,11882.0,7,Y,No,14,3,3.0,80,0,3,4.0,1,0
35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,4,Female,3,2,Sales Executive,,Married,23288.0,0,Y,Yes,18,3,3.0,80,1,5,2.0,4,3
38,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,1382,4,Male,4,1,Research Scientist,,Divorced,15748.0,1,Y,No,11,3,,80,3,4,3.0,4,0
34,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,1383,3,Female,3,2,Healthcare Representative,4.0,Single,,1,Y,No,11,3,4.0,80,0,14,4.0,14,4
28,No,Travel_Rarely,736,Sales,26,3,Life Sciences,1,1387,3,Male,2,2,Sales Executive,1.0,Married,24232.0,1,Y,No,11,3,3.0,80,1,5,,5,0
31,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389,4,Male,3,2,Manufacturing Director,3.0,Married,21057.0,1,Y,Yes,15,3,4.0,80,2,10,2.0,10,6
39,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1390,1,Male,2,2,Sales Executive,4.0,Married,3567.0,3,Y,Yes,12,3,4.0,80,2,8,4.0,5,1
51,No,Travel_Frequently,541,Sales,2,3,Marketing,1,1391,2,Male,3,3,Sales Executive,2.0,Married,15395.0,2,Y,No,11,3,2.0,80,0,14,3.0,4,3
41,No,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,1392,4,Female,3,2,Research Scientist,4.0,Divorced,13953.0,3,Y,Yes,14,3,1.0,80,2,12,2.0,6,3
37,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,1394,3,Male,3,1,Research Scientist,,Married,5182.0,7,Y,Yes,15,3,4.0,80,0,8,3.0,6,1
33,No,Travel_Frequently,1111,Sales,5,1,Life Sciences,1,1395,2,Male,3,2,Sales Executive,,Married,19293.0,6,Y,No,13,3,1.0,80,0,8,4.0,5,1
32,No,Travel_Rarely,499,Sales,2,1,Marketing,1,1396,3,Male,3,2,Sales Executive,2.0,Married,20497.0,0,Y,Yes,13,3,1.0,80,3,4,2.0,3,1
39,No,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,1397,3,Male,3,3,Healthcare Representative,,Married,3449.0,3,Y,No,21,4,2.0,80,1,13,3.0,6,0
25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399,1,Male,4,2,Sales Executive,3.0,Married,12477.0,2,Y,No,11,3,,80,0,6,2.0,3,1
52,No,Travel_Frequently,322,Research & Development,28,2,Medical,1,1401,4,Female,4,4,Manufacturing Director,,Married,9731.0,2,Y,Yes,11,3,2.0,80,1,24,,5,0
43,No,Travel_Rarely,930,Research & Development,6,3,Medical,1,1402,1,Female,2,2,Research Scientist,,Single,20003.0,1,Y,Yes,14,3,1.0,80,0,20,1.0,20,1
27,No,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,2,2,Sales Executive,,Married,7100.0,1,Y,Yes,11,3,4.0,80,0,6,3.0,6,4
27,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,1405,4,Female,3,1,Research Scientist,,Single,25681.0,1,Y,Yes,13,3,4.0,80,0,8,3.0,8,7
26,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407,1,Male,2,1,Research Scientist,4.0,Single,4050.0,0,Y,No,12,3,4.0,80,0,5,3.0,4,1
42,No,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,1408,3,Female,3,4,Manager,1.0,Married,16616.0,0,Y,No,14,3,3.0,80,1,21,3.0,20,0
52,No,Travel_Rarely,258,Research & Development,8,4,Other,1,1409,3,Female,3,1,Laboratory Technician,1.0,Married,17363.0,9,Y,No,13,3,3.0,80,0,12,1.0,5,0
37,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1411,1,Female,3,1,Laboratory Technician,,Single,19106.0,4,Y,No,18,3,1.0,80,0,8,3.0,3,0
35,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,1412,3,Male,3,3,Manufacturing Director,,Single,,2,Y,No,11,3,3.0,80,0,10,3.0,2,2
25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1415,1,Male,3,1,Laboratory Technician,4.0,Married,4910.0,4,Y,No,11,3,2.0,80,1,7,2.0,3,0
26,No,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,3,Male,4,1,Laboratory Technician,1.0,Single,23577.0,0,Y,No,12,3,4.0,80,0,8,3.0,7,0
29,No,Travel_Rarely,332,Human Resources,17,3,Other,1,1419,2,Male,2,3,Human Resources,1.0,Single,,1,Y,No,13,3,1.0,80,0,10,2.0,10,0
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420,1,Male,2,2,Laboratory Technician,1.0,Single,22710.0,3,Y,No,20,4,1.0,80,0,20,3.0,4,1
29,Yes,Travel_Frequently,337,Research & Development,14,1,Other,1,1421,3,Female,3,3,Healthcare Representative,4.0,Single,22930.0,0,Y,Yes,12,3,1.0,80,0,9,3.0,8,7
54,No,Travel_Rarely,971,Research & Development,1,3,Medical,1,1422,4,Female,3,4,Research Director,4.0,Single,5652.0,6,Y,No,19,3,4.0,80,0,29,2.0,20,12
58,No,Travel_Rarely,1055,Research & Development,1,3,Medical,1,1423,4,Female,3,5,Research Director,1.0,Married,22456.0,3,Y,Yes,21,4,3.0,80,1,32,3.0,9,1
55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,1,1424,2,Male,4,4,Research Director,,Divorced,12414.0,2,Y,No,13,3,4.0,80,2,31,4.0,7,0
36,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,3,2,Sales Executive,,Single,20763.0,3,Y,Yes,16,3,4.0,80,0,15,3.0,5,0
31,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427,2,Female,1,1,Sales Representative,,Single,16154.0,1,Y,No,12,3,2.0,80,0,1,3.0,1,0
30,No,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,Female,3,2,Sales Executive,1.0,Divorced,12761.0,7,Y,No,14,3,2.0,80,2,8,3.0,3,0
31,No,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1430,1,Female,3,4,Research Director,2.0,Single,8847.0,3,Y,No,11,3,3.0,80,0,9,4.0,3,1
34,No,Travel_Frequently,560,Research & Development,1,4,Other,1,1431,4,Male,3,1,Research Scientist,1.0,Divorced,20284.0,5,Y,No,14,3,3.0,80,2,10,3.0,4,1
31,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1433,1,Female,2,1,Research Scientist,2.0,Single,22262.0,1,Y,No,12,3,3.0,80,0,1,4.0,1,0
27,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,1434,2,Male,3,1,Laboratory Technician,1.0,Married,7679.0,0,Y,No,14,3,2.0,80,0,6,4.0,5,1
36,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,1,Male,2,2,Laboratory Technician,4.0,Single,22604.0,1,Y,No,16,3,3.0,80,0,10,2.0,10,1
36,No,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,2,2,Sales Executive,,Married,13494.0,4,Y,No,13,3,1.0,80,2,11,2.0,3,0
47,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,1438,1,Male,3,1,Research Scientist,,Married,10205.0,7,Y,No,12,3,3.0,80,1,17,2.0,6,1
25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,2,1,Sales Representative,,Married,15182.0,3,Y,No,12,3,1.0,80,0,6,3.0,3,2
37,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,3,Male,4,1,Laboratory Technician,3.0,Single,25470.0,0,Y,No,14,3,1.0,80,0,7,1.0,6,1
56,No,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,1441,1,Female,3,1,Research Scientist,1.0,Married,10494.0,2,Y,No,22,4,4.0,80,1,5,4.0,3,1
47,No,Travel_Rarely,359,Research & Development,2,4,Medical,1,1443,1,Female,3,4,Research Director,3.0,Married,26703.0,3,Y,No,19,3,2.0,80,2,26,4.0,20,5
24,No,Travel_Rarely,1476,Sales,4,1,Medical,1,1445,4,Female,3,2,Sales Executive,3.0,Married,15211.0,1,Y,Yes,12,3,3.0,80,2,5,3.0,5,0
32,No,Travel_Rarely,601,Sales,7,5,Marketing,1,1446,4,Male,3,2,Sales Executive,4.0,Married,,4,Y,No,12,3,3.0,80,1,7,2.0,4,0
34,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,1447,4,Female,2,1,Laboratory Technician,2.0,Married,3708.0,5,Y,No,17,3,1.0,80,1,7,2.0,5,0
41,No,Travel_Rarely,1283,Research & Development,5,5,Medical,1,1448,2,Male,4,1,Research Scientist,,Married,5561.0,2,Y,Yes,12,3,1.0,80,0,7,2.0,4,0
40,No,Non-Travel,663,Research & Development,9,4,Other,1,1449,3,Male,3,2,Laboratory Technician,3.0,Divorced,23099.0,3,Y,No,11,3,3.0,80,2,11,4.0,8,0
31,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,1,Male,3,3,Sales Executive,4.0,Divorced,8386.0,1,Y,No,18,3,1.0,80,1,13,3.0,13,9
46,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,1,Male,3,3,Sales Executive,4.0,Divorced,15986.0,4,Y,No,11,3,1.0,80,1,28,4.0,7,4
39,Yes,Non-Travel,592,Research & Development,2,3,Life Sciences,1,1458,1,Female,2,1,Laboratory Technician,,Single,17181.0,2,Y,Yes,23,4,2.0,80,0,11,4.0,1,0
31,Yes,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,1459,3,Female,4,3,Manufacturing Director,2.0,Single,8931.0,1,Y,No,11,3,1.0,80,0,10,3.0,10,4
45,No,Travel_Rarely,1038,Research & Development,20,3,Medical,1,1460,2,Male,1,3,Healthcare Representative,1.0,Divorced,19863.0,2,Y,Yes,18,3,2.0,80,1,24,3.0,7,0
31,No,Travel_Rarely,1398,Human Resources,8,2,Medical,1,1461,4,Female,4,1,Human Resources,2.0,Single,24609.0,9,Y,No,18,3,,80,0,8,3.0,3,0
31,Yes,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,1464,2,Male,3,1,Laboratory Technician,4.0,Married,21081.0,6,Y,Yes,13,3,3.0,80,1,7,1.0,2,2
45,No,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,1465,2,Male,3,3,Manufacturing Director,4.0,Married,14720.0,4,Y,Yes,18,3,4.0,80,2,10,4.0,3,1
48,No,Travel_Rarely,1221,Sales,7,3,Marketing,1,1466,3,Male,3,2,Sales Executive,,Divorced,,4,Y,No,11,3,1.0,80,3,15,3.0,2,2
34,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1467,1,Female,3,1,Human Resources,3.0,Married,3072.0,1,Y,No,15,3,4.0,80,0,2,3.0,2,2
40,No,Non-Travel,218,Research & Development,8,1,Medical,1,1468,4,Male,2,3,Research Director,2.0,Divorced,25178.0,2,Y,No,11,3,3.0,80,1,16,3.0,9,4
28,No,Travel_Rarely,866,Sales,5,3,Medical,1,1469,4,Male,3,2,Sales Executive,1.0,Single,23490.0,0,Y,No,18,3,4.0,80,0,6,3.0,5,1
